generation,diff,diff_std,psp,exp_density,exp_density_err,density,density_err,rg,rg_err,b2,b2_err
0,,,0,0.04335433640464047,0.001043761377286912,0.0,,11.487892480833414,0.0279023100140373,22405.180397387547,1822.405750182358
0,,,0,0.038703871361236125,0.000581506426114493,0.0,,11.836923523006329,0.0284153056645204,34343.97315185089,1896.357025542634
0,,,0,0.052205221487248724,0.0016247523539373828,0.0,,11.250242746958923,0.0301261326943044,8661.909302454334,2022.9346315134208
0,,,0,0.05460546150965097,0.002688507695787725,0.0,,11.295163194537652,0.0090262997069077,4810.580192328835,2015.359300653328
0,,,0,0.04470447141724172,0.0008216711377067232,0.0,,11.367178490459892,0.030861366506007,19384.03258640702,2055.166367629586
0,,,0,0.030453046284228423,0.000408635329082065,0.0,,12.503624533568878,0.014163752401782,62366.45053029884,1411.3823634378994
0,,,0,0.055955596522252224,0.0021515169648619937,0.0,,11.160445580871391,0.0240758726022024,-2490.659489086278,2355.3408244132866
0,,,0,0.019501951182018203,0.00024923262261602205,0.0,,14.423415124460904,0.0108075556141399,126366.73503804384,954.65690302358
0,,,0,0.04755475644384439,0.0008395833979228806,0.0,,11.002204818582696,0.0108474628458377,2568.4701404658545,1670.412257883337
0,,,0,0.052655266491449144,0.0014352371643036946,0.0,,11.314292729022933,0.0349855868668612,811.6508671858345,2117.853049139024
0,,,0,0.03690369134443444,0.000414323265468141,0.0,,11.262863584947173,0.0106628185188191,26377.3344844503,1927.8773330618635
0,,,0,0.056255626525052504,0.0005174626078041454,0.0,,11.334977786548226,0.0206274662616026,3262.8426173910825,2405.5690408271366
0,,,0,0.04710471143964397,0.0012762153096734401,0.0,,11.513617873067112,0.0175673848749121,7694.60332373116,1755.7821566862942
0,,,0,0.045154516421442144,0.0009282010769136994,0.0,,10.964156917142608,0.0251148263591978,3809.903042510919,2053.9986795726504
0,,,0,0.042454246396239625,0.0005744700835859916,0.0,,11.00877077681919,0.0246095308859013,10060.700590886576,1799.9427599288276
0,,,0,0.035403541330433046,0.0005620470939406067,0.0,,11.224031841430469,0.0172717473526824,27351.99372437088,1590.1659669208625
0,,,0,0.05190519148444844,0.0011511097887396415,0.0,,11.258138905272473,0.0242770101987883,-3224.511838367388,2273.4634141593065
0,,,0,0.0367536763430343,0.0010562837269965297,0.0,,11.277792609948008,0.0212110686182824,25747.68765131688,1599.7956429505768
0,,,0,0.04665466643544355,0.0012633933084914499,0.0,,11.350986183043249,0.0312834665716248,8433.657727666714,1596.254862525814
0,,,0,0.05850585154605461,0.0015996078988575874,0.0,,11.201986084333432,0.0246481499874966,-1538.8816296896202,1918.7074962093227
0,,,0,0.046204621431243126,0.0016055353615058337,0.0,,11.120279628696176,0.0263825854367029,3079.4507488282143,2096.2565600199014
0,,,0,0.037503751350035,0.000871477815902136,0.0,,11.97777344199585,0.0156082584649303,45123.06466466652,1364.0530216802092
0,,,0,0.05160516148164817,0.0006496726773030597,0.0,,11.49670513418536,0.0126514630761618,5797.019372763258,2157.07763927711
0,,,0,0.04035403637663766,0.0010844310316036143,0.0,,11.303049354367252,0.0263457949532876,26882.67654086051,1763.960363283302
