generation,diff,diff_std,psp,exp_density,exp_density_err,density,density_err,rg,rg_err,b2,b2_err
0,,,0,0.0433543364046404,0.0010546716179044,0.0,,11.66680346830342,0.029505449567108,22405.180397387547,1822.405750182358
0,,,0,0.0387038713612361,0.0005630061003945,0.0,,11.987427526093397,0.0283515371921957,34343.97315185089,1896.357025542634
0,,,0,0.0522052214872487,0.0016706817559452,0.0,,11.395811390091572,0.0305989793799618,8661.909302454334,2022.9346315134208
0,,,0,0.0546054615096509,0.0026471103781733,0.0,,11.44595528079071,0.0094999522474707,4810.580192328835,2015.359300653328
0,,,0,0.0447044714172417,0.0008182000754465,0.0,,11.542253861764156,0.0315989879069698,19384.03258640702,2055.166367629586
0,,,0,0.0304530462842284,0.0004137353373183,0.0,,12.65683555657005,0.0138174553148981,62366.45053029884,1411.3823634378994
0,,,0,0.0559555965222522,0.0021524322572833,0.0,,11.323387318459266,0.0253041416113106,-2490.659489086278,2355.3408244132866
0,,,0,0.0195019511820182,0.0002494158233163,0.0,,14.507527784681088,0.010952669887277,126366.73503804384,954.65690302358
0,,,0,0.0475547564438443,0.0008601807353074,0.0,,11.16676293268114,0.0108154883070049,2568.4701404658545,1670.412257883337
0,,,0,0.0526552664914491,0.0014324651801766,0.0,,11.495428157563689,0.03628935113979,811.6508671858345,2117.853049139024
0,,,0,0.0369036913444344,0.0004075792897005,0.0,,11.40809034243554,0.0120047805508459,26377.3344844503,1927.8773330618635
0,,,0,0.0562556265250525,0.0005014281972256,0.0,,11.493994970292563,0.0212538712434563,3262.8426173910825,2405.5690408271366
0,,,0,0.0471047114396439,0.001298641751193,0.0,,11.677194558707418,0.0185188004437708,7694.60332373116,1755.7821566862942
0,,,0,0.0451545164214421,0.0009459673316754,0.0,,11.132792461094764,0.0248316865661733,3809.903042510919,2053.9986795726504
0,,,0,0.0424542463962396,0.0005633462354312,0.0,,11.164376509875012,0.025859368878922,10060.700590886576,1799.9427599288276
0,,,0,0.035403541330433,0.0005686645817979,0.0,,11.37402585199819,0.0178549918926862,27351.99372437088,1590.1659669208625
0,,,0,0.0519051914844484,0.0011379316741346,0.0,,11.415855055349777,0.0230104766091446,-3224.511838367388,2273.4634141593065
0,,,0,0.0367536763430343,0.0010889443254868,0.0,,11.451090602108383,0.0201515060851541,25747.68765131688,1599.7956429505768
0,,,0,0.0466546664354435,0.0012964618124717,0.0,,11.501444165581573,0.0318503881980547,8433.657727666714,1596.254862525814
0,,,0,0.0585058515460546,0.0015676389553809,0.0,,11.369494382712205,0.0246866289938498,-1538.8816296896202,1918.7074962093227
0,,,0,0.0462046214312431,0.0016097798507374,0.0,,11.26940169112099,0.0271497937774051,3079.4507488282143,2096.2565600199014
0,,,0,0.037503751350035,0.0008882586991054,0.0,,12.134763895677215,0.0150959553465286,45123.06466466652,1364.0530216802092
0,,,0,0.0516051614816481,0.0006529101951175,0.0,,11.66563800534081,0.0141259598381782,5797.019372763258,2157.07763927711
0,,,0,0.0403540363766376,0.0011068870735144,0.0,,11.457350504427373,0.0254601868459978,26882.67654086051,1763.960363283302
0,,,0,0.0372037213472347,0.0005869376757909,0.0,,10.809173265324867,0.0265773476956472,18137.25260774558,1923.1111238422675
0,,,0,0.0463546364326432,0.0007477735209845,0.0,,11.477832788295837,0.0211898018572898,11352.050428723458,1654.4888984856127
0,,,0,0.0553555365166516,0.0015933029356822,0.0,,11.190836266858463,0.0232371508035946,-4344.668220020502,1715.8500149491038
0,,,0,0.0414041413864386,0.0008158097020453,0.0,,10.747375173405889,0.0194286963397052,7637.138510205059,1929.0113501695955
0,,,0,0.0522052214872487,0.0013140301824046,0.0,,11.61207988013429,0.0151803634828551,12637.58172998758,1889.492849251155
0,,,0,0.0505550564718471,0.001172010966149,0.0,,11.299504448975588,0.0189649047165196,2160.185669250979,2411.9735290691187
0,,,0,0.0517551764830483,0.0012623179048242,0.0,,11.787330346878177,0.0243756755631061,2256.090985038207,1814.8235949850937
0,,,0,0.052505251490049,0.0013379660366803,0.0,,11.54011602163548,0.0208567468594474,-107.11325814855124,1960.9728590618545
